"kind","line","snippet"
"render","3007","const titleInput=$('[data-input-title]'); if(titleInput){titleInput.readOnly=false;titleInput.disabled=false;titleInput.addEventListener('input',e=>{inputCenterConfig.title=e.target.value;});titleInput.addEventListener('change',e=>{inputCenterConfig.title=e.target.value;});titleInput.addEventListener('keydown',e=>{e.stopPropagation();});} $('[data-input-batch-scope]')?.addEventListener('change',e=>{inputCenterConfig.batchScope=e.target.value;render('inputs');}); $('[data-input-batch-grade]')?.addEventListener('change',e=>{inputCenterConfig.batchGrade=e.target.value;render('inputs');}); $('[data-input-batch-class]')?.addEventListener('change',e=>{inputCenterConfig.batchClass=e.target.value;render('inputs');}); $('[data-input-batch-student]')?.addEventListener('input',e=>{inputCenterConfig.batchStudentNo=e.target.value;});"
"render","3008","$('[data-input-batch-scope]')?.addEventListener('change',e=>{inputCenterConfig.batchScope=e.target.value;render('inputs');}); $('[data-input-batch-grade]')?.addEventListener('change',e=>{inputCenterConfig.batchGrade=e.target.value;render('inputs');}); $('[data-input-batch-class]')?.addEventListener('change',e=>{inputCenterConfig.batchClass=e.target.value;render('inputs');}); $('[data-input-batch-student]')?.addEventListener('input',e=>{inputCenterConfig.batchStudentNo=e.target.value;}); $('[data-input-expected-count]')?.addEventListener('input',e=>{inputCenterConfig.expectedCount=e.target.value;render('inputs');});"
"render","3010","$('[data-input-batch-class]')?.addEventListener('change',e=>{inputCenterConfig.batchClass=e.target.value;render('inputs');}); $('[data-input-batch-student]')?.addEventListener('input',e=>{inputCenterConfig.batchStudentNo=e.target.value;}); $('[data-input-expected-count]')?.addEventListener('input',e=>{inputCenterConfig.expectedCount=e.target.value;render('inputs');}); $('[data-input-pages-per-student]')?.addEventListener('change',e=>{inputCenterConfig.pagesPerStudent=e.target.value;render('inputs');}); $('[data-input-paste]')?.addEventListener('input',e=>inputCenterConfig.manualText=e.target.value);"
"render","3011","$('[data-input-batch-student]')?.addEventListener('input',e=>{inputCenterConfig.batchStudentNo=e.target.value;}); $('[data-input-expected-count]')?.addEventListener('input',e=>{inputCenterConfig.expectedCount=e.target.value;render('inputs');}); $('[data-input-pages-per-student]')?.addEventListener('change',e=>{inputCenterConfig.pagesPerStudent=e.target.value;render('inputs');}); $('[data-input-paste]')?.addEventListener('input',e=>inputCenterConfig.manualText=e.target.value); $('[data-input-program]')?.addEventListener('change',e=>{inputCenterConfig.programId=e.target.value;const p=(readonlyCache?.programs||[]).find(v=>String(v.id||v.programId||'')===String(e.target.value))||{};const sem=String(p.semester||p.term||'');if(/1/.test(sem))inputCenterConfig.semester='1';else if(/2/.test(sem))inputCenterConfig.semester='2';});"
"render","3016","$('[data-input-files]')?.addEventListener('click',inputCenterSelectFiles); $('[data-input-open-folder]')?.addEventListener('click',()=>window.schoolBoard?.openInputFolder?.()); $('[data-input-add-text]')?.addEventListener('click',()=>{const raw=$('[data-input-paste]')?.value||'';if(!raw.trim())return toast('붙여넣을 내용을 입력해 주세요.');const fake={name:'직접입력.txt',extension:'txt',size:new Blob([raw]).size,text:raw,path:''};inputCenterDrafts.push(...inputCenterExpandTextFile(fake));inputCenterConfig.manualText='';render('inputs');}); $('[data-input-clear]')?.addEventListener('click',()=>{if(inputCenterDrafts.length&&confirm('현재 대기목록을 비울까요?')){inputCenterDrafts=[];render('inputs');}}); $('[data-input-save]')?.addEventListener('click',inputCenterSave);"
"render","3017","$('[data-input-open-folder]')?.addEventListener('click',()=>window.schoolBoard?.openInputFolder?.()); $('[data-input-add-text]')?.addEventListener('click',()=>{const raw=$('[data-input-paste]')?.value||'';if(!raw.trim())return toast('붙여넣을 내용을 입력해 주세요.');const fake={name:'직접입력.txt',extension:'txt',size:new Blob([raw]).size,text:raw,path:''};inputCenterDrafts.push(...inputCenterExpandTextFile(fake));inputCenterConfig.manualText='';render('inputs');}); $('[data-input-clear]')?.addEventListener('click',()=>{if(inputCenterDrafts.length&&confirm('현재 대기목록을 비울까요?')){inputCenterDrafts=[];render('inputs');}}); $('[data-input-save]')?.addEventListener('click',inputCenterSave); $$('[data-input-draft]').forEach(row=>{const draft=inputCenterDrafts.find(d=>d.draftId===row.dataset.inputDraft);if(!draft)return;row.querySelector('[data-input-select]')?.addEventListener('change',e=>draft.selected=e.target.checked);});"
"render","3927","layer.querySelectorAll('[data-issue-close]').forEach(b=>b.onclick=()=>layer.remove()); layer.onclick=e=>{if(e.target===layer)layer.remove();}; layer.querySelector('#issueReportForm').onsubmit=async e=>{e.preventDefault();state.issueReports.unshift({id:`ISS-${Date.now()}`,createdAt:new Date().toISOString(),reporter:roleName(currentRoleId()),page:layer.querySelector('#issuePage').value.trim(),type:layer.querySelector('#issueType').value,description:layer.querySelector('#issueDescription').value.trim(),steps:layer.querySelector('#issueSteps').value.trim(),version:APP_VERSION,status:'new',adminNote:'',updatedAt:''});await save();layer.remove();toast('오류 신고를 이 PC에 저장했습니다. 관리자 화면에서 확인할 수 있습니다.');if(state.activePage==='settings')render('settings');}; setTimeout(()=>layer.querySelector('#issueDescription')?.focus(),30); }"
"render","4442","scoreMode=""combined""; scorePeriod=""all""; render(""scores""); setTimeout(()=>{ const scope=$(""#scoreScope""),classSelect=$(""#scoreClass""),studentSelect=$(""#scoreStudent"");"
"render","5251","const weekKey=`${classNo}:${dates[0]}`; const busyKey=`${activityId}:${classNo}`; if(!options.silent){recordCareerDateBusy=busyKey;render(""records"");} try{ let result=recordCareerWeekCache.get(weekKey);"
"render","5289","return value; }finally{ if(!options.silent){recordCareerDateBusy="""";render(""records"");} } }"
"render","5306","}finally{ recordCareerAutoRunning=false; render(""records""); toast(`${recordStudentClass(student)}반 진로활동 주간 조회를 완료했습니다. 노란색 날짜를 담임이 확인해 주세요.`); }"
"render","5347","recordCareerSemesterScanRunning=true; recordCareerSemesterScanProgress=`${range.label} 시간표 0/${mondays.length}주`; render(state.activePage||""programs""); const slots=[],sourceIssues=[]; try{"
"render","5352","for(let i=0;i<mondays.length;i++){ recordCareerSemesterScanProgress=`${range.label} 시간표 ${i+1}/${mondays.length}주`; render(state.activePage||""programs""); const weekKey=`${classNo}:${mondays[i]}`; let result=recordCareerWeekCache.get(weekKey);"
"render","5415","recordCareerSemesterScanRunning=false; recordCareerSemesterScanProgress=""""; render(state.activePage||""programs""); } }"
"render","6489","const now=new Date().toISOString(),by=currentLoginTeacherName()||'관리자'; rows.forEach(item=>{state.autoNoticeGovernance[autoNoticeGovernanceKey(item.source,item.id)]={status,note:`관리자 일괄 ${label}`,by,at:now};}); await save();render(state.activePage||'dashboard');toast(`자동공지 ${rows.length}건을 ${label} 처리했습니다.`); }"
"render","6512","async function acknowledgeAutoAlert(itemId){ const item=teacherAutoWorkAlerts({includeAcked:true}).find(x=>String(x.id)===String(itemId));if(!item)return; state.autoAlertAcks=state.autoAlertAcks||{};state.autoAlertAcks[autoAlertAckKey(item)]={at:new Date().toISOString(),title:item.title};await save();render(state.activePage);toast(""오늘 확인한 자동알림으로 처리했습니다.""); }"
"render","6647","$(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""[data-auto-alert-related]"")?.addEventListener(""click"",()=>{const category=item.category;closeDrawer();studentAlertMode=category||""all"";studentAlertClass=""all"";navigate(""alerts"");}); $(""[data-auto-alert-confirm]"")?.addEventListener(""click"",async()=>{await acknowledgeAutoAlert(item.id);closeDrawer();if(state.activePage===""dashboard""||state.activePage===""work"")render(state.activePage);}); }"
"render","6742","else if(type===""deadline""){target.department=group||""담당부서"";target.due=date;target.dueTime=$(""#workDueTime"")?.value||""17:00"";if(!isEdit)state.schoolDeadlines.push(target);} else {target.department=group||""담당부서"";target.date=date;if(!isEdit)state.workNotices.push(target);} await save();closeDrawer();render(""work"");toast(isEdit?""수정했습니다."":""대상별 배포 설정으로 등록했습니다.""); }); $(""[data-work-editor-delete]"")?.addEventListener(""click"",async()=>{if(!confirm(""이 항목을 삭제할까요?""))return;await deleteWorkBoardItem(type,id);closeDrawer();});"
"render","6750","else if(type===""deadline"")state.schoolDeadlines=workBoardData(type).filter(x=>String(x.id)!==String(id)); else state.tasks=(state.tasks||[]).filter(x=>String(x.id)!==String(id)); await save();render(""work"");toast(""삭제했습니다.""); }"
"render","7081","state.settings.schoolHours=state.settings.schoolHours.map((row,i)=>[row[0],$(`[data-inline-hour-start=""${i}""]`)?.value||row[1],$(`[data-inline-hour-end=""${i}""]`)?.value||row[2]]); await save();toast(""일과운영시간을 저장했습니다.""); if(popup)openSchoolHoursPopup();else render(""timetable""); }; const reset=$(""#inlineResetSchoolHours"");"
"render","7087","state.settings.schoolHours=structuredClone(baseState.settings.schoolHours); await save();toast(""기본 일과운영시간으로 되돌렸습니다.""); if(popup)openSchoolHoursPopup();else render(""timetable""); }; }"
"render","7419","if(!result?.ok)throw new Error(result?.reason||'저장하지 못했습니다.'); readonlyCache=result.data||readonlyCache; renderDutyCalendarDrawer('lunch'); render('dashboard'); toast('급식지도 담당을 변경했습니다.'); }catch(error){toast(error?.message||'급식지도 변경 실패'); if(submit){submit.disabled=false;submit.textContent='시트에 저장';}} };"
"render","7448","if(!result?.ok)throw new Error(result?.reason||'저장하지 못했습니다.'); readonlyCache=result.data||readonlyCache; renderDutyCalendarDrawer('night'); render('dashboard'); toast('야자감독 교사를 변경했습니다.'); }catch(error){toast(error?.message||'야자감독 변경 실패'); if(submit){submit.disabled=false;submit.textContent='시트에 저장';}} };"
"render","7479","$(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""[data-close-drawer]"")?.addEventListener(""click"",closeDrawer); $(""#lunchDutyForm"").onsubmit=async event=>{event.preventDefault();const date=$(""#lunchDutyDate"").value||key;state.settings.lunchDutyOverrides=state.settings.lunchDutyOverrides||{};state.settings.lunchDutyOverrides[date]={enabled:$(""#lunchDutyEnabled"").value===""1"",time:$(""#lunchDutyTime"").value.trim(),place:$(""#lunchDutyPlace"").value.trim(),partners:$(""#lunchDutyPartners"").value.trim()};await save();closeDrawer();render(""dashboard"");toast(""급식지도 일정을 저장했습니다."");}; } function openTodayNightSupervisorDrawer(){"
"render","7611","$(""#drawerBody"").innerHTML=`<div class=""history-summary positive""><span><small>기준일</small><b>${escapeHtml(day)}</b></span><span><small>시간대</small><b>${escapeHtml(slot)}</b></span><span><small>학생 수</small><b>${total}명</b></span></div><p class=""dashboard-night-guide"">반별 자습 인원을 한 화면에서 확인합니다.</p><div class=""dashboard-night-class-grid"">${classes.map(cls=>{const members=[...(groups.get(cls)?.values()||[])].sort((a,b)=>String(a.studentNo||'').localeCompare(String(b.studentNo||''),'ko'));return `<section><header><b>${cls}반</b><span>${members.length}명</span></header><div>${members.length?members.map(m=>`<button data-dashboard-night-student=""${escapeHtml(attendanceStudentKey(m))}"" data-dashboard-night-student-day=""${escapeHtml(day)}"" data-dashboard-night-student-slot=""${escapeHtml(slot)}""><b>${escapeHtml(m.studentNo||"""")} ${escapeHtml(m.name||"""")}</b></button>`).join(""""):'<small>참여 없음</small>'}</div></section>`;}).join("""")}</div><div class=""drawer-actions""><button class=""btn primary"" data-night-attendance-date=""${escapeHtml(day)}"">상세보기</button></div>`; $(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""#drawerBody [data-night-attendance-date]"")?.addEventListener(""click"",()=>{attendanceViewDate=day;nightViewMonth=day.slice(0,7);window.__uepNightRequestedSlot=slot;closeDrawer();navigate(""attendance"");attendanceMode=""night"";render(""attendance"");window.scrollTo(0,0);requestAnimationFrame(()=>toast(`${day} ${slot} 야자출결로 이동했습니다.`));}); $(""#drawerBody"").querySelectorAll('[data-dashboard-night-student]').forEach(btn=>btn.onclick=()=>openNightAttendanceDetail(btn.dataset.dashboardNightStudent,btn.dataset.dashboardNightStudentDay,btn.dataset.dashboardNightStudentSlot)); }"
"render","7986","if(!result?.ok)return toast(result?.reason||'공지를 내리지 못했습니다.'); if(Array.isArray(readonlyCache?.notices)){const target=readonlyCache.notices.find(x=>String(x.id)===String(item.id));if(target)target.status='종료';} closeDrawer();render(state.activePage||'dashboard');toast('공지를 내렸습니다. 기록은 그대로 보존됩니다.'); } function openWorkNoticeDetail(itemId,source=""connected""){"
"render","8002","$(""[data-notice-edit]"")?.addEventListener(""click"",()=>openNoticeEditor(item.id)); $(""[data-notice-close]"")?.addEventListener(""click"",()=>closePublishedNotice(item)); $(""[data-notice-confirm]"")?.addEventListener(""click"",async()=>{if(await saveCurrentNoticeReceipt(item,{confirmed:true})){closeDrawer();render(state.activePage);toast(""공지 확인을 기록했습니다."");}}); $(""[data-notice-submit]"")?.addEventListener(""click"",async()=>{if(await saveCurrentNoticeReceipt(item,{confirmed:true,submitted:true})){closeDrawer();render(state.activePage);toast(""제출 완료를 기록했습니다."");}}); }"
"render","8003","$(""[data-notice-close]"")?.addEventListener(""click"",()=>closePublishedNotice(item)); $(""[data-notice-confirm]"")?.addEventListener(""click"",async()=>{if(await saveCurrentNoticeReceipt(item,{confirmed:true})){closeDrawer();render(state.activePage);toast(""공지 확인을 기록했습니다."");}}); $(""[data-notice-submit]"")?.addEventListener(""click"",async()=>{if(await saveCurrentNoticeReceipt(item,{confirmed:true,submitted:true})){closeDrawer();render(state.activePage);toast(""제출 완료를 기록했습니다."");}}); }"
"render","8204","state.activePage='students'; save(); render('students'); requestAnimationFrame(()=>{ document.querySelector('.student-counsel-center')?.scrollIntoView({block:'start'});"
"render","8224","if(studentPageMode==='counsel' && (state.activePage==='students' || document.querySelector('.student-counsel-center'))){ studentCounselSelectedStudentId=button.dataset.counselStudent||''; render('students'); requestAnimationFrame(()=>document.querySelector('.counsel-right-column')?.scrollIntoView({block:'nearest'})); return;"
"render","8257","closeDrawer(); toast(`${student.name} 학생 상담 기록을 ${existing?'수정':'저장'}했습니다.`); render(state.activePage||'dashboard'); }catch(error){toast(error?.message||'상담기록 저장에 실패했습니다.');} };"
"render","8324","participantToggle?.addEventListener('click',()=>{const expanded=participantGrid?.classList.toggle('expanded');participantToggle.textContent=expanded?'명단 접기':`전체 명단 보기 · 외 ${Math.max(0,students.length-6)}명`;}); layer.querySelectorAll('[data-auto-program-student-index]').forEach(button=>button.addEventListener('click',event=>{event.preventDefault();event.stopPropagation();const st=students[Number(button.dataset.autoProgramStudentIndex)];if(st)openProgramStudentBasicDialog(st);})); layer.querySelector('[data-auto-basic-confirm]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('자동공지를 확인했습니다.');await saveAutoNoticeReceipt(source,id,{confirmed:true,note:'자동공지 확인'});}); layer.querySelector('[data-auto-basic-dismiss]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('내 대시보드에서 자동공지를 숨겼습니다.');await saveAutoNoticeReceipt(source,id,{dismissed:true,note:'자동공지 해제'});}); layer.querySelectorAll('[data-auto-governance]').forEach(button=>button.addEventListener('click',async()=>{const status=button.dataset.autoGovernance,label=status==='approved'?'승인':status==='handled'?'확인':'불가(해제)';if(await setAutoNoticeGovernance(source,id,status,`관리자 ${label}`)){close();render(state.activePage||'dashboard');toast(`자동공지를 ${label} 처리했습니다.`);}}));"
"render","8325","layer.querySelectorAll('[data-auto-program-student-index]').forEach(button=>button.addEventListener('click',event=>{event.preventDefault();event.stopPropagation();const st=students[Number(button.dataset.autoProgramStudentIndex)];if(st)openProgramStudentBasicDialog(st);})); layer.querySelector('[data-auto-basic-confirm]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('자동공지를 확인했습니다.');await saveAutoNoticeReceipt(source,id,{confirmed:true,note:'자동공지 확인'});}); layer.querySelector('[data-auto-basic-dismiss]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('내 대시보드에서 자동공지를 숨겼습니다.');await saveAutoNoticeReceipt(source,id,{dismissed:true,note:'자동공지 해제'});}); layer.querySelectorAll('[data-auto-governance]').forEach(button=>button.addEventListener('click',async()=>{const status=button.dataset.autoGovernance,label=status==='approved'?'승인':status==='handled'?'확인':'불가(해제)';if(await setAutoNoticeGovernance(source,id,status,`관리자 ${label}`)){close();render(state.activePage||'dashboard');toast(`자동공지를 ${label} 처리했습니다.`);}})); layer.querySelector('[data-auto-basic-detail]')?.addEventListener('click',async()=>{await saveAutoNoticeReceipt(source,id,{detailViewed:true,note:'자동공지 상세보기'});close();openProgramDrawer(pid,{returnTo:'dashboard'});});"
"render","8326","layer.querySelector('[data-auto-basic-confirm]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('자동공지를 확인했습니다.');await saveAutoNoticeReceipt(source,id,{confirmed:true,note:'자동공지 확인'});}); layer.querySelector('[data-auto-basic-dismiss]')?.addEventListener('click',async()=>{close();render(state.activePage||'dashboard');toast('내 대시보드에서 자동공지를 숨겼습니다.');await saveAutoNoticeReceipt(source,id,{dismissed:true,note:'자동공지 해제'});}); layer.querySelectorAll('[data-auto-governance]').forEach(button=>button.addEventListener('click',async()=>{const status=button.dataset.autoGovernance,label=status==='approved'?'승인':status==='handled'?'확인':'불가(해제)';if(await setAutoNoticeGovernance(source,id,status,`관리자 ${label}`)){close();render(state.activePage||'dashboard');toast(`자동공지를 ${label} 처리했습니다.`);}})); layer.querySelector('[data-auto-basic-detail]')?.addEventListener('click',async()=>{await saveAutoNoticeReceipt(source,id,{detailViewed:true,note:'자동공지 상세보기'});close();openProgramDrawer(pid,{returnTo:'dashboard'});}); }"
"render","8887","$(""#drawer"").classList.remove(""hidden""); $(""#drawerBackdrop"").classList.remove(""hidden""); $(""#singleCalendarCancel"").onclick=closeDrawer; $(""#singleCalendarForm"").onsubmit=async event=>{event.preventDefault();const payload={date:$(""#singleCalendarDate"").value,start:$(""#singleCalendarStart"").value,end:$(""#singleCalendarEnd"").value,title:$(""#singleCalendarTitle"").value.trim(),target:$(""#singleCalendarTarget"").value.trim(),place:$(""#singleCalendarPlace"").value.trim(),department:$(""#singleCalendarDepartment"").value.trim(),manager:$(""#singleCalendarManager"").value.trim(),status:$(""#singleCalendarStatus"").value,note:$(""#singleCalendarNote"").value.trim()};const result=await window.schoolBoard?.savePersonalCalendar?.(payload);if(!result?.ok)return toast(result?.reason||""개인 일정을 저장하지 못했습니다."");const refreshed=await window.schoolBoard?.readReadonlyCache?.();if(refreshed?.ok)readonlyCache=refreshed.data;closeDrawer();render(state.activePage===""calendar""?""calendar"":""dashboard"");toast(""41_학교캘린더에 개인 일정을 저장했습니다."");}; }"
"render","8900","$(""#drawerBody"").innerHTML=`<form class=""calendar-single-editor calendar-single-editor-v430"" id=""calendarEditForm""><input type=""hidden"" id=""calendarEditId"" value=""${escapeHtml(event.id)}""><div class=""calendar-editor-grid""><label>날짜<input id=""calendarEditDate"" type=""date"" required value=""${escapeHtml(event.date||dateKey(today))}""></label><label>상태<select id=""calendarEditStatus"">${[""확정"",""예정"",""예약"",""미정"",""취소""].map(x=>`<option ${x===(event.status||"""")?""selected"":""""}>${x}</option>`).join("""")}</select></label><label>시작시각<input id=""calendarEditStart"" type=""time"" value=""${escapeHtml(start||"""")}""></label><label>종료시각<input id=""calendarEditEnd"" type=""time"" value=""${escapeHtml(end||"""")}""></label><label class=""wide"">일정명<input id=""calendarEditTitle"" required value=""${escapeHtml(event.title||"""")}""></label><label>대상<input id=""calendarEditTarget"" value=""${escapeHtml(event.target||"""")}""></label><label>장소<input id=""calendarEditPlace"" value=""${escapeHtml(event.place||"""")}""></label><label>부서<input id=""calendarEditDepartment"" value=""${escapeHtml(ownerParts[0]||"""")}""></label><label>담당자<input id=""calendarEditManager"" value=""${escapeHtml(ownerParts.slice(1).join("" · "")||"""")}""></label><label class=""wide"">보완 내용<textarea id=""calendarEditNote"" rows=""3"">${escapeHtml(event.detail||"""")}</textarea></label><label class=""calendar-check""><input id=""calendarEditLock"" type=""checkbox"" ${event.correctionLocked?""checked"":""""}> 원본 재동기화 때 이 보정값 보호</label><label class=""calendar-check""><input id=""calendarEditGrade1"" type=""checkbox"" ${event.firstGradeTarget?""checked"":""""}> 1학년 대상</label><label class=""calendar-check""><input id=""calendarEditTodayProgram"" type=""checkbox"" ${event.showTodayProgram?""checked"":""""}> 오늘의 프로그램에 표시</label><label class=""calendar-check""><input id=""calendarEditProgramLink"" type=""checkbox"" ${event.programLinked?""checked"":""""}> 프로그램 모듈과 연동</label></div><div class=""calendar-editor-actions""><button type=""button"" class=""btn secondary"" id=""calendarEditCancel"">취소</button><button class=""btn primary"">전체 화면에 저장</button></div><p class=""safe-note"">41_학교캘린더에 저장하며, 수정자·수정시각과 변경 이력을 남깁니다.</p></form>`; $(""#calendarEditCancel"").onclick=closeDrawer; $(""#calendarEditForm"").onsubmit=async(e)=>{e.preventDefault();const payload={id:$(""#calendarEditId"").value,date:$(""#calendarEditDate"").value,start:$(""#calendarEditStart"").value,end:$(""#calendarEditEnd"").value,title:$(""#calendarEditTitle"").value.trim(),target:$(""#calendarEditTarget"").value.trim(),place:$(""#calendarEditPlace"").value.trim(),department:$(""#calendarEditDepartment"").value.trim(),manager:$(""#calendarEditManager"").value.trim(),status:$(""#calendarEditStatus"").value,note:$(""#calendarEditNote"").value.trim(),correctionLocked:$(""#calendarEditLock"").checked,firstGradeTarget:$(""#calendarEditGrade1"").checked,showTodayProgram:$(""#calendarEditTodayProgram"").checked,programLinked:$(""#calendarEditProgramLink"").checked,expectedModifiedAt:event.modifiedAt||""""};const result=await window.schoolBoard?.updateCalendar?.(payload);if(!result?.ok)return toast(result?.reason||""일정을 저장하지 못했습니다."");const refreshed=await window.schoolBoard?.readReadonlyCache?.();if(refreshed?.ok)readonlyCache=refreshed.data;closeDrawer();render(state.activePage);toast(""일정 수정사항을 전체 화면에 반영했습니다."");}; }"
"render","8923","toast(`${imported.length}건의 일정을 저장했습니다.`); closeDrawer(); render(""dashboard""); }; }"
"render","9071","startReadonlyAutoRefresh(); toast(`${result.account || ""Google 서비스 계정""}으로 UEP 구글시트에 연결했습니다.`); render(""settings""); }"
"render","9107","} closeDrawer(); render(""dashboard""); }"
"render","9118","updateTopSyncStatus(); toast(googleConnectionError); render(""dashboard""); return; }"
"render","9131","} updateTopSyncStatus(); render(""dashboard""); }"
"render","9287","readonlyCache=result.data||readonlyCache; toast(`${label}를 UEP 기본정보 연결시트에 저장했습니다.`); if(embedded&&state.activePage==='students'){render('students');window.scrollTo(0,0);}else openStudentDrawer(index); }catch(error){toast(error?.message||`${label} 수정에 실패했습니다.`);if(embedded&&state.activePage==='students')render('students');else openStudentDrawer(index);} }"
"render","9288","toast(`${label}를 UEP 기본정보 연결시트에 저장했습니다.`); if(embedded&&state.activePage==='students'){render('students');window.scrollTo(0,0);}else openStudentDrawer(index); }catch(error){toast(error?.message||`${label} 수정에 실패했습니다.`);if(embedded&&state.activePage==='students')render('students');else openStudentDrawer(index);} } function editStudentContact(student,field,label,index,button){"
"render","9300","line.innerHTML=`<input class=""contact-inline-input"" type=""${type}"" value=""${escapeHtml(current==='-'?'':current)}"" aria-label=""${escapeHtml(label)}""><em class=""storage-badge sheet"">시트 저장</em><button type=""button"" class=""contact-inline-save"">저장</button><button type=""button"" class=""contact-inline-cancel"">취소</button>`; const input=line.querySelector('input'); input?.focus(); input?.select(); line.querySelector('.contact-inline-cancel').onclick=()=>{if(embedded&&state.activePage==='students')render('students');else openStudentDrawer(index);}; line.querySelector('.contact-inline-save').onclick=()=>saveStudentContactToSheet(student,field,String(input?.value||'').trim(),index,label,embedded); }"
"render","9648","$('#drawerBody').innerHTML=`<div class=""data-card badge-evidence-card""><div class=""card-head""><div><strong>${escapeHtml(title)}</strong></div><small>UEP 공통 배지 엔진 판정</small></div>${body}<button type=""button"" class=""btn primary badge-route-button"" data-badge-route=""${route}"" data-badge-route-student=""${escapeHtml(student.id||'')}"">해당 페이지로 이동</button></div>`; $('#drawer')?.classList.remove('hidden');$('#drawerBackdrop')?.classList.remove('hidden'); $('#drawerBody [data-badge-route]')?.addEventListener('click',e=>{selectedStudentId=student.id||student.studentNo||'';render(e.currentTarget.dataset.badgeRoute);$('#drawer')?.classList.add('hidden');$('#drawerBackdrop')?.classList.add('hidden');window.scrollTo(0,0);}); } function openAdmissionStageBadge(studentId,group,stage){"
"render","9672","$('#drawerBody').innerHTML=`<div class=""data-card badge-evidence-card""><div class=""card-head""><div><strong>${label}</strong></div><small>성적 기반 관리단계</small></div><div class=""badge-evidence-list""><span><b>내신</b><em>${row.base.actual9==null?'-':row.base.actual9.toFixed(2)} · ${row.internalOk?'기준 충족':'기준 미충족'}</em></span><span><b>최근 모의고사</b><em>${escapeHtml(row.mock.detail||'자료 없음')}</em></span></div><p><b>선정 근거</b> · ${row.reasons.map(escapeHtml).join(' · ')}</p>${stage!=='core'?`<div class=""badge-next-step""><b>핵심관리까지 부족한 부분</b>${gaps.map(x=>`<span>${escapeHtml(x)}</span>`).join('')}</div>`:''}<button type=""button"" class=""btn primary"" data-badge-route=""admissions"">해당 페이지로 이동</button></div>`; $('#drawer')?.classList.remove('hidden');$('#drawerBackdrop')?.classList.remove('hidden'); $('#drawerBody [data-badge-route]')?.addEventListener('click',()=>{selectedStudentId=student.id||student.studentNo||'';render('admissions');$('#drawer')?.classList.add('hidden');$('#drawerBackdrop')?.classList.add('hidden');window.scrollTo(0,0);}); } function routeStudentStatDetail(student,metric){"
"render","9684","nightClassFilter=String(classNumberOf(student)||'1'); state.activePage='attendance'; render('attendance'); }else if(metric==='after'){ startStudentFocus(student,{originScroll:window.scrollY,originPage:'student-stats'});"
"render","9690","if(typeof programViewMode!==""undefined"")programViewMode='list'; state.activePage='programs'; render('programs'); }else if(metric==='program'||metric==='report'){ startStudentFocus(student,{originScroll:window.scrollY,originPage:'student-stats'});"
"render","9697","studentPageMode='dashboard'; state.activePage='students'; render('students'); }else if(metric==='university'){ startStudentFocus(student,{originScroll:window.scrollY,originPage:'student-stats'});"
"render","9702","admissionMode='combined'; state.activePage='admissions'; render('admissions'); requestAnimationFrame(()=>applyStudentFocusToPage('admissions')); }else{"
"render","9710","studentPageMode='dashboard'; state.activePage='students'; render('students'); } $('#drawer')?.classList.add('hidden');$('#drawerBackdrop')?.classList.add('hidden');"
"render","9879","if(!window.__uepCounselV07717Bound){ window.__uepCounselV07717Bound=true; document.addEventListener('change',e=>{const sel=e.target.closest('[data-counsel-class-select]');if(!sel)return;studentCounselClassFilter=sel.value;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-group]');if(!b)return;window.__uepCounselGroupFilter=b.dataset.counselGroup;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-student-clear]');if(!b)return;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');});"
"render","9880","window.__uepCounselV07717Bound=true; document.addEventListener('change',e=>{const sel=e.target.closest('[data-counsel-class-select]');if(!sel)return;studentCounselClassFilter=sel.value;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-group]');if(!b)return;window.__uepCounselGroupFilter=b.dataset.counselGroup;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-student-clear]');if(!b)return;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-write]');if(!b)return;openCounselSidePanel(b.dataset.counselWrite);});"
